,Artist,Song,Days,T10,Pk,Total,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2215,Jessie J,Man With The Bag,3,,107,1253691,18g50kFt5uwVeCzQbrCvAO,0.52,0.622,161973,0.688,0.0,4,0.375,-3.504,0,0.0845,140.561,4,0.766
2216,G-Eazy,The Beautiful & Damned,2,,148,1251765,2WWruw7ul9N7eqoHELyMc2,0.173,0.656,189307,0.804,0.0,8,0.837,-5.191,0,0.363,125.882,4,0.314
2217,Emma Stone,Someone In The Crowd,3,,165,1248713,7xE4vKvjqUTtHyJ9zi0k1q,0.0915,0.618,259613,0.542,1.18e-05,0,0.223,-9.155,0,0.193,127.91,4,0.273
2218,J Balvin,Ginza - Remix,5,,158,1248270,7AEPYcUqdNd2rVpIyQF3KG,0.119,0.731,373960,0.881,0.0,5,0.0907,-3.097,0,0.218,102.044,4,0.816
2219,Salvador Sobral,Amar pelos Dois,2,,99,1248126,3UjSOJ00E1eLMcayBm827Q,0.854,0.21,185080,0.0959,0.00355,5,0.261,-17.767,1,0.0347,175.914,3,0.167
2220,Future,Zoom,2,,99,1247898,7iAiOtm19uRwipMm7TH6lw,0.0145,0.852,278429,0.438,0.0,9,0.263,-7.673,1,0.426,150.945,4,0.627
2221,Train,Shake Up Christmas,2,,122,1246700,10JBIfvldDR2TnT5sphGc2,0.00253,0.492,232213,0.828,0.0,0,0.342,-2.14,1,0.0662,81.409,4,0.567
2222,Maggie Rogers,Alaska,4,,163,1244291,1MsyEbEQca1sfC9JnkKnOm,0.416,0.853,188717,0.353,0.00614,9,0.0987,-12.146,0,0.043,103.989,4,0.141
2223,Mumford & Sons,Hot Gates,5,,108,1244097,3Du5FgiwsC9lJKqcMcJxKI,0.332,0.486,289547,0.392,0.176,0,0.0773,-11.155,1,0.03,136.008,4,0.0664
2224,AC/DC,You Shook Me All Night Long,3,,191,1243410,6yl8Es1tCYD9WdSkeVLFw4,0.00224,0.529,210880,0.768,0.000685,7,0.297,-5.51,1,0.0566,127.316,4,0.769
2225,Metallica,Moth Into Flame,3,,120,1243380,1UXNaDvMgl2tBeRpCEpzMN,3.64e-05,0.163,350644,0.977,0.0052,4,0.0555,-3.585,0,0.0591,178.44,4,0.369
2226,Xxxtentacion,The Explanation,2,,140,1243378,0VJYhKhrHgJ7fgjGaC2k07,0.461,0.597,50748,0.113,0.000393,0,0.148,-34.475,1,0.954,81.311,5,0.313
2227,Meek Mill,Froze,4,,184,1237575,3klzr0269NpGoBpe9BUNXN,0.00375,0.7,210472,0.693,0.0,2,0.314,-6.553,1,0.14,133.981,4,0.525
2228,Future,Good Dope,2,,95,1231887,3yaq0WhtGS0Y6r7vDkw4lc,0.0887,0.863,172225,0.409,0.0281,1,0.359,-8.55,0,0.321,130.011,4,0.2
2229,Ryan Gosling,City Of Stars,3,,158,1229722,7jltqRIyxLXBDNZ1QlmnBp,0.953,0.579,111240,0.0842,0.0423,6,0.0935,-19.49,0,0.0561,98.189,4,0.188
2230,Marian Hill,Got It,8,,156,1227789,5oCbpkzksyBCF9fCFvKgrl,0.133,0.796,191613,0.501,0.157,6,0.0413,-6.148,1,0.0661,164.024,4,0.686
2231,The Clash,Should I Stay or Should I Go - Remastered,2,,161,1226701,39shmbIHICJ2Wxnk1fPSdz,0.079,0.742,188987,0.833,0.0,2,0.384,-6.463,1,0.115,113.375,4,0.816
2232,Ellie Goulding,Army,5,,125,1221953,1PzKBUHhyD035EQM9GNMfV,0.0977,0.437,237408,0.64,1.84e-06,11,0.139,-7.335,1,0.0675,174.082,4,0.244
2233,Jessie J,Sweet Talker,8,,135,1221710,6sJz8LCSCkKFLOBzqZOJxX,0.587,0.65,222213,0.652,0.0,2,0.217,-5.4,1,0.077,144.014,4,0.594
2234,Panic! At The Disco,Hallelujah,5,,161,1221143,6TzJLISIitIzn1WtjDY0Op,0.011,0.578,180627,0.886,0.0,11,0.143,-4.348,1,0.0633,80.008,4,0.615
2235,Linkin Park,Sorry for Now,2,,129,1220765,34isqXjbTstbYwl2MfdzDq,0.00995,0.608,203653,0.584,0.0,1,0.203,-6.652,1,0.0352,94.956,4,0.251
2236,Panic! At The Disco,Crazy=Genius,5,,174,1210683,6V68ItawQkQlZhYIf1S86C,0.000247,0.455,198040,0.91,0.0,2,0.107,-4.464,1,0.166,114.109,4,0.447
2237,Sfera Ebbasta,Serpenti A Sonagli,2,,165,1210151,5Z0Mx6SeUAFA2rgZB9t1Nu,0.176,0.571,194173,0.622,0.0,1,0.115,-6.017,1,0.0761,149.952,4,0.278
2238,Katy Perry,Witness,2,,105,1208247,7iz4bsfPOrK9wzhXkgUfya,0.033,0.614,250511,0.602,0.000146,6,0.116,-8.759,0,0.0522,119.95,4,0.15
2239,Rihanna,Higher,4,,147,1207891,62uuztuThFtrMuigPgbGuR,0.112,0.292,120627,0.567,1.01e-06,3,0.119,-4.191,1,0.0416,153.199,3,0.392
2240,Sam Smith,Drowning Shadows,5,,124,1202875,4dtU73n96G2Qutw4rJ7cOc,0.896,0.368,253959,0.339,1.9e-05,7,0.0939,-8.061,1,0.0314,138.128,4,0.268
2241,Future,Super Trapper,2,,116,1199195,5e0RPsQUTQu0A29wqD6bZR,0.423,0.816,230129,0.414,0.0,1,0.125,-7.953,1,0.119,150.008,4,0.197
2242,Lil Uzi Vert,How To Talk,2,,137,1196525,0ro5QCkSCtbfhMHnvMase3,0.741,0.728,201544,0.73,0.0,5,0.705,-5.402,1,0.213,136.052,4,0.736
2243,Migos,Culture,2,,101,1191624,4oLuMvGQ4WJfU2s4OM6nfE,0.0379,0.825,153558,0.7,0.0,11,0.139,-5.098,0,0.243,132.996,4,0.317
2244,Calvin Harris,Holiday,2,,114,1187510,08Wc3X7XNSyF8WYBPt2L8E,0.472,0.836,169693,0.769,0.00157,6,0.0804,-2.334,0,0.0773,103.991,4,0.585
2245,Kings of Leon,Sex on Fire (X Factor Performance),7,,169,1187235,0ntQJM78wzOLVeCUAW7Y45,0.00172,0.542,203347,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374
2246,Bryson Tiller,No Longer Friends,2,,124,1186322,4IdAIZRVkwuQQnHpi529cn,0.205,0.652,134747,0.663,0.0,11,0.105,-7.78,1,0.326,114.133,4,0.377
2247,Kevin Gates,Know Better,4,,189,1185058,50prNXlssUmo8p5Agh0gHJ,0.403,0.644,207876,0.641,0.0,7,0.5,-7.501,0,0.305,127.824,4,0.56
2248,Sfera Ebbasta,Uber,2,,171,1183199,4oZhBLWGhtIyBckervj3sb,0.187,0.875,187253,0.526,3.46e-06,3,0.303,-5.893,0,0.0444,120.021,4,0.374
2249,DJ Khaled,Hold You Down,7,,138,1180896,7tsG3IBp4P3plOD5FaHNyn,0.195,0.502,293253,0.664,0.0,6,0.183,-4.763,0,0.0644,151.937,3,0.412
2250,Jessie J,Masterpiece,7,,176,1178018,7nToEPuB95Y5rsJ3VrH3wQ,0.02,0.657,220653,0.737,0.0,0,0.0979,-2.692,0,0.0446,143.864,4,0.573
2251,Kelsea Ballerini,Love Me Like You Mean It,6,,184,1171342,0knbW9EwgSLfNFMWys1mQm,0.0452,0.645,200027,0.84,0.0,4,0.327,-5.894,1,0.0518,151.94,4,0.805
2252,David Bowie,The Man Who Sold The World - 1999 Remastered Version,3,,90,1163473,0jx7r5OF2yEXUyRArwlKzS,0.0918,0.477,238893,0.432,0.000147,2,0.171,-12.262,0,0.0297,119.11,4,0.555
2253,"Tyler, The Creator",I Ain't Got Time!,2,,139,1161480,430qNtapCS3Ue1yoSql1oV,0.0539,0.549,206267,0.725,3.52e-05,1,0.148,-7.239,1,0.397,108.822,4,0.547
2254,Fall Out Boy,HOLD ME TIGHT OR DON’T,2,,163,1159205,00TVmX9spquyg0UKuN57l3,0.0063,0.581,210347,0.919,2.5e-06,6,0.107,-4.324,0,0.05,95.991,4,0.847
2255,Mumford & Sons,Broad-Shouldered Beasts,5,,110,1157638,1vWBbt0kwG2eENxsgJBDWw,0.292,0.421,260227,0.374,0.0297,0,0.139,-8.027,1,0.0316,143.862,4,0.0786
2256,Hilary Duff,All About You,8,,132,1156079,5c7tO3OhDBA4CUkdGoKkI2,0.00506,0.544,162053,0.874,0.000229,1,0.0782,-5.108,1,0.0552,158.128,4,0.635
2257,Major Lazer,Believer,3,,141,1155679,7C3kn6KV2wxpSmvj23cjTu,0.0743,0.596,223469,0.905,0.00168,8,0.129,-3.438,0,0.0515,144.981,4,0.692
2258,Panetoz,Håll om mig hårt,4,,138,1155202,0gZGgHr4QcMa5tpA9qxUqV,0.0175,0.532,176373,0.939,3.12e-05,1,0.0631,-4.728,0,0.0959,182.171,4,0.619
2259,N.W.A.,Straight Outta Compton,6,,186,1151976,4LujRMTMwAfFKjm45tixHY,0.0374,0.831,259227,0.935,0.0,8,0.33,-6.02,1,0.197,102.836,4,0.367
2260,The Beatles,Can't Buy Me Love - Remastered,3,,117,1151894,3SdingSsFcZDZAyvcJbgAw,0.283,0.483,131867,0.677,0.0,0,0.321,-5.91,1,0.0593,170.72,4,0.842
2261,Childish Gambino,Zombies,2,,104,1150830,73kAUSAht4YOR7xNPmNb2L,0.506,0.643,281813,0.413,0.00197,0,0.067,-12.081,1,0.142,159.891,4,0.457
2262,Logic,Anziety,2,,132,1149427,6CvTbrBxxc5jFwqsivhpxh,0.319,0.459,412560,0.804,0.0,1,0.124,-6.589,1,0.0709,122.622,4,0.587
2263,Johnny Mathis,Sleigh Ride,2,,31,1149289,7uOPlTS0GfAQKQ8lzZr4PM,0.626,0.59,180036,0.58,0.0,1,0.112,-10.95,1,0.0273,102.939,4,0.901
2264,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),8,,192,1148098,7s0lDK7y3XLmI7tcsRAbW0,0.0313,0.561,186827,0.927,2.34e-05,9,0.529,-4.374,0,0.0619,152.011,4,0.553
2265,DJ Khaled,On Everything,2,,124,1146269,7lxZbmtC6SkUc2yXBgDOdO,0.0232,0.542,233293,0.755,0.0,1,0.225,-3.68,1,0.0614,168.22,4,0.267
2266,Blak,Nede Mette,4,,179,1143309,1VsK3ZmpeWWNECZSzKL3rl,0.487,0.777,190373,0.655,0.0,6,0.1,-5.662,1,0.0418,98.027,4,0.862
2267,George Michael,Father Figure - Remastered,2,,64,1143137,0L0T4tMAaGqLgIVj1MOj9t,0.163,0.689,336667,0.333,3.36e-05,3,0.0853,-13.288,1,0.0262,101.988,4,0.284
2268,Bing Crosby,God Rest Ye Merry Gentlemen,2,,135,1141335,1qLOhifWdJuFo5tClf7fWP,0.982,0.417,137267,0.254,8.86e-05,0,0.508,-11.893,0,0.0424,91.174,3,0.642
2269,Theophilus London,Can't Stop,8,,183,1140727,5NWzO9jLluZ3R7FHFDtMqS,0.285,0.556,291680,0.662,0.0,10,0.124,-5.209,1,0.128,159.823,4,0.385
2270,Mumford & Sons,Only Love,5,,108,1136321,6XVhftVkMt5Eo50gyBUltu,0.0456,0.286,276707,0.274,0.000581,9,0.101,-9.618,1,0.0307,160.031,4,0.141
2271,Rihanna,Close To You,4,,157,1136265,2SMf3oF07WpSE55fCuEvSG,0.895,0.494,223227,0.17,0.0,10,0.139,-11.368,1,0.0337,80.098,4,0.145
2272,Childish Gambino,Boogieman,2,,102,1132588,6D2w3GPnTpLJt56dHEIuWW,0.0986,0.714,216840,0.774,0.178,7,0.214,-7.923,1,0.0957,87.988,4,0.635
2273,BTS,Outro: Her,2,,132,1131442,3l8yQMdniG6Os8gUBNXV57,0.317,0.481,228613,0.927,0.0,3,0.0583,-5.704,1,0.27,88.931,4,0.448
2274,Bon Iver,666 ʇ,3,,125,1127648,7eRU0RltchvgOTSbX6vmdv,0.899,0.634,252000,0.341,0.0309,1,0.187,-12.356,0,0.034,110.005,4,0.158
2275,The Beatles,Blackbird - Remastered 2009,4,,166,1121879,4Z92RMiyJpUrApZi3LtpJ6,0.754,0.686,138387,0.127,1.41e-05,7,0.0573,-14.361,1,0.0342,93.699,4,0.372
2276,Mumford & Sons,Cold Arms,5,,118,1118951,1jmHb63g94JWrQC2lN3LKK,0.785,0.444,169907,0.154,5.59e-06,11,0.124,-12.014,1,0.0385,137.552,4,0.0421
2277,The Beatles,Eleanor Rigby - Remastered,3,,129,1118266,5GjPQ0eI7AgmOnADn1EO6Q,0.936,0.581,126533,0.28,1.56e-05,4,0.305,-9.091,0,0.0381,137.831,4,0.813
2278,Muse,Dead Inside,5,,135,1115693,2daZovie6pc2ZK7StayD1K,0.000259,0.65,262947,0.758,0.000492,8,0.276,-5.021,1,0.0507,100.005,4,0.603
2279,Mumford & Sons,Ditmas,5,,119,1113778,3e6s8Z4MRSNgvNhVvpuUiw,0.00457,0.526,218627,0.786,0.00256,0,0.0862,-5.77,1,0.043,144.12,4,0.598
2280,Ke$ha,Hymn,2,,131,1113250,1JuChOEPH0Rceq573FGQSK,0.147,0.488,205600,0.538,0.0,6,0.305,-4.974,1,0.076,67.037,4,0.38
2281,The Beatles,Love Me Do - Remastered,4,,122,1110377,3VbGCXWRiouAq8VyMYN2MI,0.386,0.52,141693,0.829,6.2e-05,0,0.227,-6.228,1,0.0806,147.997,4,0.744
2282,Nicki Minaj,Get On Your Knees,6,,117,1106268,6ft6fL3IKdIzzkl6Ldbpks,0.343,0.648,216493,0.452,0.0,0,0.12,-7.157,0,0.0432,144.005,4,0.145
2283,Big Sean,Same Time Pt. 1,2,,138,1106073,7yoe9vbbzakNAXwb1UaWLS,0.712,0.524,89867,0.489,0.0,1,0.311,-7.142,1,0.309,117.296,4,0.683
2284,Red Hot Chili Peppers,Californication,4,,176,1104783,48UPSzbZjgc449aqz8bxox,0.0021,0.592,329733,0.767,0.00165,9,0.127,-2.788,0,0.027,96.483,4,0.328
2285,Niall Horan,Flicker,2,,144,1104598,5lsRkYiIerlfXMMrl4zkJG,0.703,0.259,258025,0.312,9.32e-06,8,0.302,-9.82,1,0.0318,182.257,3,0.234
2286,Louane,Avenir,5,,163,1104400,7xBWOrE5vHJi9fdfcXIy9Z,0.0698,0.764,185280,0.428,0.000272,0,0.0822,-12.075,0,0.0404,113.983,4,0.657
2287,Carrie Underwood,Something in the Water,8,,161,1101527,4r23g3XYLDoNTwgTodatzT,0.0284,0.456,237093,0.878,0.0,7,0.0823,-2.752,1,0.0575,139.764,4,0.107
2288,Kings of Leon,Reverend,3,,124,1100315,2LQ4FXb9tBX740ZAVfg9xF,0.0867,0.448,234080,0.815,0.686,0,0.316,-5.951,0,0.0361,124.808,4,0.217
2289,Imagine Dragons,Mouth Of The River,2,,138,1100093,6dSKDp21S6I5UOhDqjw4kB,0.00197,0.49,221560,0.902,0.0531,8,0.149,-6.968,1,0.0411,96.006,4,0.298
2290,Lil Pump,D Rose,2,,146,1099428,1fEl5TPKRJAsuP6TqZ23hB,0.201,0.781,135497,0.553,0.000233,0,0.383,-4.277,1,0.0735,121.968,4,0.308
2291,Chris Brown,High End,2,,134,1095289,2XdgSB4TtzUHQYCMfSHbFI,0.0144,0.725,202214,0.503,1.52e-06,10,0.124,-5.646,1,0.209,153.047,4,0.0636
2292,Bon Iver,715 - CR∑∑KS,3,,148,1095039,0H2MmFtJgoeywCIbAN3sid,0.878,0.461,132000,0.161,0.0,8,0.17,-11.145,1,0.405,88.781,3,0.353
2293,Bruno Mars,Finesse,3,,155,1088289,5XMkENs3GfeRza8MfVAhjK,0.00781,0.741,191000,0.798,0.0,5,0.0232,-5.342,0,0.0718,104.953,4,0.939
2294,Robin Schulz,Yellow,5,,169,1088279,3cD2ynsSFxzAaDSYoH0nC1,0.0339,0.543,216409,0.629,0.0,7,0.128,-6.841,0,0.0855,121.955,4,0.259
2295,The Goo Goo Dolls,Iris,2,,170,1088071,6vrUTGn5p8IrfTZ0J6sIVM,0.00133,0.291,289907,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513
2296,Halsey,Not Afraid Anymore,2,,108,1086390,57IT5XRc5ImuTqxwrFZFdd,0.00303,0.552,226800,0.738,3.25e-05,5,0.129,-6.956,0,0.0687,132.054,4,0.431
2297,T.I.,New National Anthem,8,,148,1083512,6EI3nf19oFm2UV24yNWhO1,0.0953,0.702,257333,0.828,0.0,2,0.353,-4.939,1,0.0574,127.966,4,0.54
2298,Lady Gaga,Hey Girl,3,,128,1082089,0EXCM7BBtzXO3HdqkNIQUS,0.0516,0.753,255413,0.461,5.15e-06,10,0.0668,-7.898,1,0.0406,138.048,4,0.586
2299,Imagine Dragons,Yesterday,2,,141,1081710,7nXk8UzwYn0bKNH8NVz6xO,0.237,0.565,205114,0.642,0.0,4,0.418,-6.162,1,0.0473,156.027,3,0.566
2300,Future,POA,2,,134,1079366,7BzjpnOxxngXt1LZiVXhND,0.000441,0.818,248748,0.746,2.11e-06,11,0.176,-6.187,0,0.177,147.977,4,0.609
2301,P!nk,Whatever You Want,2,,179,1078464,4NbffevAm9frDOlBMDp0hl,0.00475,0.572,242813,0.742,0.0,2,0.339,-3.783,1,0.0432,90.056,4,0.263
2302,Bryson Tiller,Somethin Tells Me,2,,160,1076947,6Kq3dPaKCOeA1BcU3JgK42,0.0381,0.74,188918,0.608,0.0,5,0.108,-5.868,0,0.178,90.118,4,0.438
2303,The Beatles,A Hard Day's Night - Remastered,3,,122,1076777,5J2CHimS7dWYMImCHkEFaJ,0.137,0.59,154200,0.805,0.0,0,0.0996,-6.481,1,0.0371,138.514,4,0.797
2304,A$AP Rocky,Max B,4,,105,1075057,4wuOxtRDeD9YiQOcmgay7e,0.547,0.562,241133,0.394,0.0,5,0.383,-9.536,1,0.239,76.277,4,0.292
2305,A$AP Rocky,Wavybone,4,,104,1072817,5cYZm4KeDKM8Pw8z5XRKJt,0.0162,0.7,303000,0.641,3.06e-06,2,0.206,-8.673,0,0.317,149.992,4,0.383
2306,Lil Wayne,Believe Me,8,,166,1071123,6t2eIONH4Sax3R21QWiKNp,0.273,0.84,337640,0.483,0.0,10,0.111,-8.838,0,0.157,91.992,4,0.198
2307,Michael Jackson,Beat It - Single Version,2,,188,1070536,1OOtq8tRnDM8kG2gqUPjAj,0.0491,0.779,258040,0.867,7.98e-06,3,0.197,-3.704,0,0.0457,138.858,4,0.915
2308,Jojo Maronttinni,Que Tiro Foi Esse,2,,178,1068898,2ri2wEE24Tm7fOJ7sGiz7P,0.386,0.943,162444,0.798,0.000518,4,0.074,-4.548,0,0.0629,134.997,4,0.904
2309,Wham!,Wake Me Up Before You Go-Go,2,,78,1067324,5XsMz0YfEaHZE0MTb1aujs,0.186,0.618,230693,0.764,0.0,0,0.12,-6.027,1,0.0562,81.366,4,0.876
2310,The Beatles,Something - Remastered,3,,151,1066838,0pNeVovbiZHkulpGeOx1Gj,0.198,0.396,182293,0.338,2.62e-06,0,0.138,-10.872,1,0.0304,133.522,4,0.377
2311,Ty Dolla $ign,Love U Better,2,,148,1062097,270aLuFCbX32hhBr8MQyPM,0.0802,0.645,181880,0.541,0.0,10,0.325,-6.312,0,0.0385,95.061,4,0.411
2312,The xx,Lips,2,,115,1060874,1onfcprzpSGh2LqrBh17AA,0.494,0.523,200627,0.591,0.511,1,0.0788,-8.772,1,0.0543,173.94,4,0.195
2313,The xx,I Dare You,2,,111,1059585,044qU7kwVZaDwzWnRsmVVL,0.623,0.752,233280,0.543,0.0706,1,0.107,-9.483,1,0.0398,126.001,4,0.282
2314,Future,High Demand,2,,144,1058577,3CyICSGQGqUaFeYvMJgpnt,0.0175,0.907,211692,0.465,1.54e-05,5,0.117,-7.123,0,0.288,141.957,4,0.188
2315,Troy Ave,Doo Doo,7,,176,1057984,0ZByChRI879QJZ7oWljF8E,0.331,0.748,179751,0.81,0.0,8,0.134,-5.069,1,0.335,91.651,4,0.767
2316,Audioslave,Show Me How to Live,2,,138,1057703,21tuvt3CXIsNquc32v8jpc,0.000336,0.433,277840,0.854,0.000177,9,0.162,-3.868,1,0.0483,89.4,4,0.368
2317,Bryson Tiller,Stay Blessed,2,,167,1053277,6dxU7Xf9j2yNI7aCcT8W1g,0.187,0.526,246040,0.485,0.0,5,0.171,-10.355,0,0.452,157.683,4,0.288
2318,Demi Lovato,Really Don't Care,5,,50,1049380,5vTPxzm4h2bY9rYyVrGEU5,0.0953,0.704,201600,0.732,0.0,7,0.127,-3.553,1,0.0752,120.995,4,0.791
2319,Miley Cyrus,Party In The U.S.A.,2,,117,1046971,5Q0Nhxo0l2bP3pNjpGJwV1,0.00124,0.454,202067,0.708,0.000181,10,0.0679,-4.526,0,0.0675,192.18,4,0.483
2320,Blanche,City Lights,2,,138,1045578,3kXqUXnukwkpsxhW8emNC0,0.234,0.607,174577,0.449,7.31e-06,0,0.208,-8.785,0,0.027,129.947,4,0.142
2321,Run–D.M.C.,Christmas in Hollis,2,,173,1044509,41onDks2UPbyjer5fMeUWf,0.00463,0.819,178613,0.702,0.000207,11,0.101,-6.129,0,0.251,95.094,4,0.573
2322,The xx,A Violent Noise,2,,118,1042448,661bbtA19xopO3lH0J4Qvr,0.745,0.549,227467,0.423,0.172,0,0.127,-8.885,0,0.0373,119.345,4,0.144
2323,Avicii,What Would I Change It To,2,,141,1038214,6mzTuMlbCgEtoCitsszlqP,0.273,0.788,185455,0.5,3.51e-06,11,0.0928,-8.83,1,0.11,110.011,4,0.524
2324,Kendrick Lamar,untitled 01 | 08.19.2014.,3,,94,1037380,6OkOFxU6j0UufR97VgSnS7,0.347,0.58,247747,0.57,0.0,2,0.0897,-11.749,1,0.354,102.241,4,0.143
2325,Jessie Ware,Meet Me In The Middle,6,,167,1036128,56l2kgLlc4BB4IQKc0DByY,0.563,0.674,308307,0.285,0.167,9,0.139,-9.594,0,0.0339,122.976,3,0.253
2326,The Game,100,5,,147,1035374,1hZ13x9jzNpcSXd6hWtqsw,0.023,0.799,343077,0.518,0.0,4,0.172,-9.459,1,0.235,108.036,4,0.385
2327,Twenty One Pilots,Tear In My Heart,5,,142,1031845,3bnVBN67NBEzedqQuWrpP4,0.0189,0.655,188493,0.632,0.0,2,0.0722,-4.802,1,0.0489,120.113,4,0.447
2328,Bon Iver,29 #Strafford APTS,3,,154,1029807,4VZM71F8XAoLRuNyNLxwWS,0.971,0.304,245200,0.229,0.408,4,0.109,-14.678,1,0.033,80.118,4,0.155
2329,A Boogie Wit da Hoodie,Say A',2,,165,1029527,3AMnOVxEHUgVrythGgqPhI,0.391,0.831,214854,0.814,0.0,5,0.109,-5.18,1,0.474,161.041,4,0.846
2330,Future,I'm so Groovy,2,,163,1029298,4lozYCMRLtEc46exlhoK2Q,0.0418,0.938,261752,0.478,0.00884,1,0.0801,-9.739,1,0.265,138.059,4,0.386
2331,Migos,What The Price,2,,133,1027930,7sO0dVFCfixpLshm4daMH3,0.293,0.786,248506,0.625,0.0,6,0.15,-4.194,1,0.0542,123.983,4,0.216
2332,Lynyrd Skynyrd,Sweet Home Alabama,3,,125,1021259,4CJVkjo5WpmUAKp3R44LNb,0.181,0.597,281147,0.605,0.000331,7,0.118,-12.013,1,0.0255,97.782,4,0.886
2333,Mel & Kim,Rockin' Around The Christmas Tree,4,,87,1020372,2irOo2OHFxIOCXGXxkjuOH,0.652,0.551,213000,0.736,0.0,7,0.465,-6.506,0,0.065,144.022,4,0.737
2334,Chris Brown,Wrist,4,,172,1019792,3sHPSPSfMzziQD1v6U6vz0,0.489,0.758,194587,0.388,0.0,3,0.239,-8.338,0,0.154,106.152,4,0.518
2335,Zara Larsson,Only You,2,,152,1017505,5SleX0NFeODNY7Xenal3gr,0.496,0.547,222373,0.592,1.26e-06,5,0.168,-7.294,0,0.0388,164.027,4,0.451
2336,The Beatles,"Hello, Goodbye - Remastered",3,,153,1016044,0vZ97gHhemKm6c64hTfJNA,0.306,0.479,208840,0.733,2.4e-05,0,0.414,-8.753,1,0.0256,99.307,4,0.806
2337,"Bobby ""Boris"" Pickett",Monster Mash,2,,113,1015548,0xxZY5C9xxij3D1HkzbnfC,0.407,0.688,192040,0.488,0.0,11,0.43,-14.195,0,0.357,69.77,4,0.707
2338,Solange,Cranes in the Sky,3,,174,1009918,48EjSdYh8wz2gBxxqzrsLe,0.408,0.719,250973,0.615,0.000147,6,0.235,-5.972,1,0.045,96.988,4,0.465
2339,Future,My Collection,2,,159,1009589,4Q9vx0KwTiOMaRjOZkaxst,0.729,0.697,255556,0.459,8.35e-06,8,0.0971,-8.498,0,0.448,80.085,4,0.409
2340,Childish Gambino,Terrified,2,,125,1006009,1D1oE9i8sxo8fJ1Jbgr3Ys,0.414,0.466,255467,0.411,0.528,0,0.0973,-10.892,0,0.0548,140.041,4,0.106
2341,Miike Snow,Genghis Khan,4,,184,1000736,6MDijuuArPJv1vbp7K1x3f,0.04,0.688,212147,0.847,2.81e-06,10,0.598,-3.238,0,0.0508,93.979,4,0.453
2342,Andy Williams,Sleigh Ride,2,,138,998947,5ymVfeMK8cDew5vzntTuc7,0.724,0.571,128400,0.634,0.0,5,0.0864,-9.155,0,0.0537,109.575,4,0.805
2343,Lana Del Rey,Freak,4,,113,993795,3sYDVtqO35oRSOIMx7dOqR,0.211,0.309,295093,0.426,0.00124,5,0.326,-10.043,0,0.0355,63.174,5,0.135
2344,Alan Walker,All Falls Down,1,,81,991321,0UBLhedidy1DjSF4ncF5zL,0.303,0.658,199111,0.678,0.0,1,0.361,-4.407,1,0.058,97.976,4,0.662
2345,The Beatles,Something - Remastered 2009,4,,156,991111,7oSUp4yZ0FbuSvVmCxH2ty,0.198,0.396,182293,0.338,2.62e-06,0,0.138,-10.872,1,0.0304,133.522,4,0.377
2346,The Cranberries,Dreams,1,,76,989265,0md12GKBGH8ZuLG2fTfGUz,0.00313,0.551,271560,0.643,0.00385,4,0.421,-13.091,1,0.0353,128.661,4,0.514
2347,Demi Lovato,Kingdom Come,4,,125,987445,7I4zJamsReVjDMmx8GkH5r,0.0276,0.563,244014,0.809,0.0,5,0.365,-5.09,0,0.0768,176.029,4,0.275
2348,Red Hot Chili Peppers,Under The Bridge,3,,186,980896,4839xk58bxT0w7K0yiXYF8,0.0168,0.554,265507,0.49,0.000534,4,0.136,-8.046,1,0.0457,84.275,4,0.513
2349,Big Sean,Sunday Morning Jetpack,2,,163,980851,5VlstKgCJPHDIMCQO4jHcQ,0.7,0.462,225067,0.741,0.0,10,0.34,-8.008,0,0.162,166.029,4,0.589
2350,Nicky Romero,Lighthouse,5,,173,978239,6yrVTqwC3RsF8efGsBQ4Fm,0.0206,0.604,186613,0.704,0.0,11,0.341,-5.807,1,0.0634,128.053,4,0.329
2351,BTS,Spring Day,2,,139,977560,02q0ZnV2L4XByzEvWZJqBC,0.0063,0.539,274097,0.846,1.68e-06,8,0.13,-3.192,1,0.0354,106.992,4,0.46
2352,Kendrick Lamar,untitled 08 | 09.06.2014.,3,,106,976168,5bBUDJUfGcG7eFy3Bf4fXv,0.242,0.843,235507,0.527,1.89e-06,11,0.137,-9.661,0,0.211,119.987,4,0.667
2353,Huncho Jack,Where U From,1,,104,971896,11cCVYamncF0ezwjj1irQ0,0.0467,0.76,251969,0.763,0.0,1,0.198,-2.964,1,0.0787,140.044,4,0.321
2354,Kendrick Lamar,untitled 04 | 08.14.2014.,3,,103,970099,1U13SSgDOxK98L1FTWYrjQ,0.854,0.525,110067,0.121,0.0,4,0.462,-21.487,0,0.199,99.905,4,0.175
2355,Owl City,Verge,5,,174,970058,7eXZqUNF3J8HawzxVT9Uhi,0.000203,0.545,213079,0.759,1.14e-06,2,0.113,-6.909,1,0.0335,128.033,4,0.208
2356,The Lumineers,Cleopatra,3,,147,969430,4ToSbnK7fD5vE9R5sgWPsy,0.27,0.536,201413,0.762,0.000121,8,0.0957,-6.749,1,0.0427,151.353,4,0.43
